Drug Name,Condition,Company,Is_Allowed
Lopinavir And Ritonavir,Any Condition,AETNA,0
Loxapine,Any Condition,AETNA,0
Loxitane,Any Condition,AETNA,0
Lupron,Any Condition,AETNA,0
Lupron,Any Condition,BFAM,0
Lupron,Any Condition,CIGNA-CHLIC,0
Lupron,Any Condition,CIGNA-CNHIC,0
Lupron,Any Condition,CIGNA-LOYAL,0
Lurasidone,Any Condition,AETNA,0
Lurasidone,Any Condition,CIGNA-CHLIC,0
Lurasidone,Any Condition,CIGNA-CNHIC,0
Lurasidone,Any Condition,CIGNA-LOYAL,0
Lurasidone,Any Condition,ELIPS,0
Lurasidone,Any Condition,LUMICO,0
Lysodren,Any Condition,AETNA,0
Mab Thera,Any Condition,AETNA,1
Mabthera,Any Condition,AETNA,0
Magnacet,Any Condition,AETNA,0
Maraviroc,Any Condition,CIGNA-CHLIC,0
Maraviroc,Any Condition,CIGNA-CNHIC,0
Maraviroc,Any Condition,CIGNA-LOYAL,0
Marijuana,Any Condition,AETNA,0
Marinol,Any Condition,AETNA,0
Matulane,Any Condition,AETNA,0
Matulane,Any Condition,ELIPS,0
Matulane,Any Condition,LUMICO,0
Mavenclad,Any Condition,AETNA,0
Mavyret,Any Condition,AETNA,1
Mayzent,Any Condition,AETNA,0
Mechlorethamine,Any Condition,AETNA,0
Mechlorethamine,Any Condition,ELIPS,0
Mechlorethamine,Any Condition,LUMICO,0
Mecobal,Any Condition,CIGNA-CHLIC,0
Mecobal,Any Condition,CIGNA-CNHIC,0
Mecobal,Any Condition,CIGNA-LOYAL,0
Medrol,Any Condition,ELIPS,0
Medrol,Any Condition,LUMICO,0
Mefolate,Any Condition,CIGNA-CHLIC,0
Mefolate,Any Condition,CIGNA-CNHIC,0
Mefolate,Any Condition,CIGNA-LOYAL,0
Megace,Any Condition,BFAM,0
Megace,Any Condition,CIGNA-CHLIC,0
Megace,Any Condition,ELIPS,0
Megace,Any Condition,LUMICO,0
Megace,Any Condition,CIGNA-CNHIC,0
Megace,Any Condition,CIGNA-LOYAL,0
Megestrol,Any Condition,CIGNA-CHLIC,0
Megestrol,Any Condition,ELIPS,0
Megestrol,Any Condition,LUMICO,0
Megestrol,Any Condition,CIGNA-CNHIC,0
Megestrol,Any Condition,CIGNA-LOYAL,0
Megestrol,Any Condition,BFAM,0
Mellaril,Any Condition,AETNA,0
Mellaril,Any Condition,ELIPS,0
Mellaril,Any Condition,LUMICO,0
Melphalan,Any Condition,AETNA,0
Melphalan,Any Condition,CIGNA-CHLIC,0
Melphalan,Any Condition,ELIPS,0
Melphalan,Any Condition,LUMICO,0
Melphalan,Any Condition,CIGNA-CNHIC,0
Melphalan,Any Condition,CIGNA-LOYAL,0
Memantine,Any Condition,AETNA,0
Memantine,Any Condition,BFAM,0
Memantine,Any Condition,CIGNA-CHLIC,0
Memantine,Any Condition,CIGNA-CNHIC,0
Memantine,Any Condition,CIGNA-LOYAL,0
Memantine,Any Condition,ELIPS,0
Memantine,Any Condition,LUMICO,0
Memantine And Donepezil,Any Condition,ELIPS,0
Memantine And Donepezil,Any Condition,LUMICO,0
Mepergan,Any Condition,AETNA,0
Mepergan,Any Condition,ELIPS,0
Mepergan,Any Condition,LUMICO,0
Meperidine,Any Condition,AETNA,0
Meperidine,Any Condition,CIGNA-CHLIC,0
Meperidine,Any Condition,ELIPS,0
Meperidine,Any Condition,LUMICO,0
Meperidine,Any Condition,CIGNA-CNHIC,0
Meperidine,Any Condition,CIGNA-LOYAL,0
Meprozine,Any Condition,ELIPS,0
Meprozine,Any Condition,LUMICO,0
Mercaptopurine,Any Condition,CIGNA-CHLIC,0
Mercaptopurine,Any Condition,ELIPS,0
Mercaptopurine,Any Condition,LUMICO,0
Mercaptopurine,Any Condition,CIGNA-CNHIC,0
Mercaptopurine,Any Condition,CIGNA-LOYAL,0
Mercaptopurine,Any Condition,AETNA,0
Mesalamine,Any Condition,BFAM,0
Mestinon,Any Condition,AETNA,0
Mestinon,Any Condition,BFAM,0
Mestinon,Any Condition,ELIPS,0
Mestinon,Any Condition,LUMICO,0
Metanx,Any Condition,AETNA,0
Metaxalone,Any Condition,ELIPS,0
Metaxalone,Any Condition,LUMICO,0
Methadone,Any Condition,AETNA,0
Methadone,Any Condition,BFAM,0
Methadone,Any Condition,CIGNA-CHLIC,0
Methadone,Any Condition,ELIPS,0
Methadone,Any Condition,LUMICO,0
Methadone,Any Condition,CIGNA-CNHIC,0
Methadone,Any Condition,CIGNA-LOYAL,0
Methadone HCL Intensol,Any Condition,CIGNA-CHLIC,0
Methadone HCL Intensol,Any Condition,CIGNA-CNHIC,0
Methadone HCL Intensol,Any Condition,CIGNA-LOYAL,0
Methadose,Any Condition,AETNA,0
Methadose,Any Condition,CIGNA-CHLIC,0
Methadose,Any Condition,ELIPS,0
Methadose,Any Condition,LUMICO,0
Methadose,Any Condition,CIGNA-CNHIC,0
Methadose,Any Condition,CIGNA-LOYAL,0
Methotrexate,Any Condition,AETNA,0
Methotrexate,Any Condition,BFAM,0
Methotrexate,Any Condition,CIGNA-CHLIC,0
Methotrexate,Any Condition,CIGNA-CNHIC,0
Methotrexate,Any Condition,CIGNA-LOYAL,0
Methylprednisolone,Any Condition,ELIPS,0
Methylprednisolone,Any Condition,LUMICO,0
Metolazone,Any Condition,AETNA,0
Metolazone,Any Condition,ELIPS,0
Metolazone,Any Condition,LUMICO,0
Metrifonate,Any Condition,ELIPS,0
Metrifonate,Any Condition,LUMICO,0
Micronized,Any Condition,CIGNA-CHLIC,0
Micronized,Any Condition,CIGNA-CNHIC,0
Micronized,Any Condition,CIGNA-LOYAL,0
Mimpara,Any Condition,ELIPS,0
Mimpara,Any Condition,LUMICO,0
Mirapex,Any Condition,ELIPS,0
Mirapex,Any Condition,LUMICO,0
Mirtazapine,Any Condition,ELIPS,0
Mirtazapine,Any Condition,LUMICO,0
Mithracin,Any Condition,AETNA,0
Mithracin,Any Condition,ELIPS,0
Mithracin,Any Condition,LUMICO,0
Mitigo,Any Condition,CIGNA-CHLIC,0
Mitigo,Any Condition,CIGNA-CNHIC,0
Mitigo,Any Condition,CIGNA-LOYAL,0
Mitomycin,Any Condition,AETNA,0
Mitomycin,Any Condition,ELIPS,0
Mitomycin,Any Condition,LUMICO,0
Mitosol,Any Condition,ELIPS,0
Mitosol,Any Condition,LUMICO,0
Mitotane,Any Condition,AETNA,0
Mitoxantrone,Any Condition,AETNA,0
Moban,Any Condition,AETNA,0
Moban,Any Condition,CIGNA-CHLIC,0
Moban,Any Condition,ELIPS,0
Moban,Any Condition,LUMICO,0
Moban,Any Condition,CIGNA-CNHIC,0
Moban,Any Condition,CIGNA-LOYAL,0
Moderiba,Any Condition,AETNA,0
Moderiba,Any Condition,ELIPS,0
Moderiba,Any Condition,LUMICO,0
Molindone,Any Condition,AETNA,0
Molindone,Any Condition,CIGNA-CHLIC,0
Molindone,Any Condition,ELIPS,0
Molindone,Any Condition,LUMICO,0
Molindone,Any Condition,CIGNA-CNHIC,0
Molindone,Any Condition,CIGNA-LOYAL,0
Morphabond ER,Any Condition,CIGNA-CHLIC,0
Morphabond ER,Any Condition,CIGNA-CNHIC,0
Morphabond ER,Any Condition,CIGNA-LOYAL,0
Morphine,Any Condition,CIGNA-CHLIC,0
Morphine,Any Condition,CIGNA-CNHIC,0
Morphine,Any Condition,CIGNA-LOYAL,0
Morphine,Any Condition,AETNA,0
Morphine,Any Condition,BFAM,0
Morphine,Any Condition,CIGNA-CHLIC,0
Morphine,Any Condition,CIGNA-CNHIC,0
Morphine,Any Condition,CIGNA-LOYAL,0
Morphine Sulfate,Any Condition,ELIPS,0
Morphine Sulfate,Any Condition,LUMICO,0
M-Oxy,Any Condition,AETNA,0
MSContin,Any Condition,AETNA,0
MSContin,Any Condition,CIGNA-CHLIC,0
MSContin,Any Condition,CIGNA-CNHIC,0
MSContin,Any Condition,CIGNA-LOYAL,0
MSContin,Any Condition,ELIPS,0
MSContin,Any Condition,LUMICO,0
Multaq,Any Condition,AETNA,0
Mustargen,Any Condition,AETNA,0
Mustargen,Any Condition,ELIPS,0
Mustargen,Any Condition,LUMICO,0
Mutamycin,Any Condition,AETNA,0
Mutamycin,Any Condition,ELIPS,0
Mutamycin,Any Condition,LUMICO,0
Mycobutin,Any Condition,AETNA,1
Mycophenolate Mofetil,Any Condition,CIGNA-CHLIC,0
Mycophenolate Mofetil,Any Condition,CIGNA-CNHIC,0
Mycophenolate Mofetil,Any Condition,CIGNA-LOYAL,0
Mycophenolate Mofetil,Any Condition,AETNA,0
Mycophenolate Mofetil,Any Condition,ELIPS,0
Mycophenolate Mofetil,Any Condition,LUMICO,0
Myfortic,Any Condition,CIGNA-CHLIC,0
Myfortic,Any Condition,CIGNA-CNHIC,0
Myfortic,Any Condition,CIGNA-LOYAL,0
Mykrox,Any Condition,AETNA,0
Mykrox,Any Condition,ELIPS,0
Mykrox,Any Condition,LUMICO,0
Myleran,Any Condition,AETNA,0
Myleran,Any Condition,ELIPS,0
Myleran,Any Condition,LUMICO,0
Mylocel,Any Condition,AETNA,0
Mylocel,Any Condition,ELIPS,0
Mylocel,Any Condition,LUMICO,0
Mylotarg,Any Condition,AETNA,0
Myochrysine,Any Condition,AETNA,0
Mytelase,Any Condition,AETNA,0
Mytelase,Any Condition,ELIPS,0
Mytelase,Any Condition,LUMICO,0
Nalbuphine,Any Condition,CIGNA-CHLIC,0
Nalbuphine,Any Condition,CIGNA-CNHIC,0
Nalbuphine,Any Condition,CIGNA-LOYAL,0
Naloxone,Any Condition,AETNA,0
Naloxone,Any Condition,BFAM,0
Naloxone,Any Condition,CIGNA-CHLIC,0
Naloxone,Any Condition,CIGNA-CNHIC,0
Naloxone,Any Condition,CIGNA-LOYAL,0
Naltrexone,Any Condition,ELIPS,0
Naltrexone,Any Condition,LUMICO,0
Naltrexone,Any Condition,AETNA,0
Naltrexone,Any Condition,BFAM,0
Naltrexone,Any Condition,CIGNA-CHLIC,0
Naltrexone,Any Condition,CIGNA-CNHIC,0
Naltrexone,Any Condition,CIGNA-LOYAL,0
Namenda,Any Condition,AETNA,0
Namenda,Any Condition,BFAM,0
Namenda,Any Condition,CIGNA-CHLIC,0
Namenda,Any Condition,ELIPS,0
Namenda,Any Condition,LUMICO,0
Namenda,Any Condition,CIGNA-CNHIC,0
Namenda,Any Condition,CIGNA-LOYAL,0
Namzaric,Any Condition,AETNA,0
Namzaric,Any Condition,ELIPS,0
Namzaric,Any Condition,LUMICO,0
Nardil,Any Condition,AETNA,0
Natalizumab,Any Condition,AETNA,0
Natalizumab,Any Condition,CIGNA-CHLIC,0
Natalizumab,Any Condition,CIGNA-CNHIC,0
Natalizumab,Any Condition,CIGNA-LOYAL,0
Naltrexone,Any Condition,CIGNA-CHLIC,0
Naltrexone,Any Condition,CIGNA-CNHIC,0
Naltrexone,Any Condition,CIGNA-LOYAL,0
Navane,Any Condition,AETNA,0
Navane,Any Condition,ELIPS,0
Navane,Any Condition,LUMICO,0
Nebupent,Any Condition,AETNA,0
Nefazodone,Any Condition,CIGNA-CHLIC,0
Nefazodone,Any Condition,CIGNA-CNHIC,0
Nefazodone,Any Condition,CIGNA-LOYAL,0
Nelfinavir,Any Condition,CIGNA-CHLIC,0
Nelfinavir,Any Condition,CIGNA-CNHIC,0
Nelfinavir,Any Condition,CIGNA-LOYAL,0
Neomycin,Any Condition,ELIPS,0
Neomycin,Any Condition,LUMICO,0
Neoral,Any Condition,AETNA,0
Neoral,Any Condition,CIGNA-CHLIC,0
Neoral,Any Condition,ELIPS,0
Neoral,Any Condition,LUMICO,0
Neoral,Any Condition,CIGNA-CNHIC,0
Neoral,Any Condition,CIGNA-LOYAL,0
Neosar,Any Condition,AETNA,0
Neosar,Any Condition,CIGNA-CHLIC,0
Neosar,Any Condition,CIGNA-CNHIC,0
Neosar,Any Condition,CIGNA-LOYAL,0
Neostigmine,Any Condition,AETNA,0
Neulasta,Any Condition,AETNA,0
Neulasta,Any Condition,ELIPS,0
Neulasta,Any Condition,LUMICO,0
Neupogen,Any Condition,AETNA,0
Neupogen,Any Condition,CIGNA-CHLIC,0
Neupogen,Any Condition,ELIPS,0
Neupogen,Any Condition,LUMICO,0
Neupogen,Any Condition,CIGNA-CNHIC,0
Neupogen,Any Condition,CIGNA-LOYAL,0
Neupro,Any Condition,ELIPS,0
Neupro,Any Condition,LUMICO,0
Nevirapine,Any Condition,ELIPS,0
Nevirapine,Any Condition,LUMICO,0
Nexavar,Any Condition,CIGNA-CHLIC,0
Nexavar,Any Condition,CIGNA-CNHIC,0
Nexavar,Any Condition,CIGNA-LOYAL,0
Nilandron,Any Condition,AETNA,0
Niloric,Any Condition,CIGNA-CHLIC,0
Niloric,Any Condition,CIGNA-CNHIC,0
Niloric,Any Condition,CIGNA-LOYAL,0
Nilutamide,Any Condition,AETNA,0
Ninlaro,Any Condition,AETNA,0
Nintedanib,Any Condition,CIGNA-CHLIC,0
Nintedanib,Any Condition,CIGNA-CNHIC,0
Nintedanib,Any Condition,CIGNA-LOYAL,0
Nitroglycerin,Any Condition,ELIPS,0
Nitroglycerin,Any Condition,LUMICO,0
Nitrostat,Any Condition,ELIPS,0
Nitrostat,Any Condition,LUMICO,0
Nivestym,Any Condition,AETNA,0
Nivestym,Any Condition,CIGNA-CHLIC,0
Nivestym,Any Condition,CIGNA-CNHIC,0
Nivestym,Any Condition,CIGNA-LOYAL,0
Nivolumab,Any Condition,AETNA,0
Nivolumab,Any Condition,ELIPS,0
Nivolumab,Any Condition,LUMICO,0
Nolvadex,Any Condition,CIGNA-CHLIC,0
Nolvadex,Any Condition,CIGNA-CNHIC,0
Nolvadex,Any Condition,CIGNA-LOYAL,0
Norvir,Any Condition,AETNA,0
Norvir,Any Condition,CIGNA-CHLIC,0
Norvir,Any Condition,ELIPS,0
Norvir,Any Condition,LUMICO,0
Norvir,Any Condition,CIGNA-CNHIC,0
Norvir,Any Condition,CIGNA-LOYAL,0
Nourianz,Any Condition,AETNA,0
Novantrone,Any Condition,AETNA,0
Novolog,Any Condition,AETNA,0
Nubain,Any Condition,CIGNA-CHLIC,0
Nubain,Any Condition,CIGNA-CNHIC,0
Nubain,Any Condition,CIGNA-LOYAL,0
Nucynta,Any Condition,BFAM,0
Nucynta,Any Condition,CIGNA-CHLIC,0
Nucynta,Any Condition,CIGNA-CNHIC,0
Nucynta,Any Condition,CIGNA-LOYAL,0
Numorphan,Any Condition,AETNA,0
Nuplazid,Any Condition,AETNA,0
Ocrelizumab,Any Condition,AETNA,0
Ocrevus,Any Condition,AETNA,0
Octagam,Any Condition,CIGNA-CHLIC,0
Octagam,Any Condition,CIGNA-CNHIC,0
Octagam,Any Condition,CIGNA-LOYAL,0
Octreotide,Any Condition,AETNA,0
Octreotide,Any Condition,ELIPS,0
Octreotide,Any Condition,LUMICO,0
Ofatumumab (MS),Any Condition,CIGNA-CHLIC,0
Ofatumumab (MS),Any Condition,CIGNA-CNHIC,0
Ofatumumab (MS),Any Condition,CIGNA-LOYAL,0
OFEV,Any Condition,CIGNA-CHLIC,0
OFEV,Any Condition,CIGNA-CNHIC,0
OFEV,Any Condition,CIGNA-LOYAL,0
Ofosbuvir And Velpatasvir,Any Condition,AETNA,1
Olanzapine,Any Condition,AETNA,0
Olanzapine,Any Condition,BFAM,0
Olanzapine,Any Condition,CIGNA-CHLIC,0
Olanzapine,Any Condition,ELIPS,0
Olanzapine,Any Condition,LUMICO,0
Olanzapine,Any Condition,CIGNA-CNHIC,0
Olanzapine,Any Condition,CIGNA-LOYAL,0
Olysio,Any Condition,AETNA,0
Ombitasvir,Any Condition,AETNA,0
"Ombitasvir, Paritaprevir, And Ritonavir",Any Condition,AETNA,0
Oncovin,Any Condition,AETNA,0
Oncovin,Any Condition,ELIPS,0
Oncovin,Any Condition,LUMICO,0
Onsolis,Any Condition,CIGNA-CHLIC,0
Onsolis,Any Condition,ELIPS,0
Onsolis,Any Condition,LUMICO,0
Onsolis,Any Condition,CIGNA-CNHIC,0
Onsolis,Any Condition,CIGNA-LOYAL,0
Onxol,Any Condition,AETNA,0
Opana,Any Condition,AETNA,0
Opana,Any Condition,CIGNA-CHLIC,0
Opana,Any Condition,ELIPS,0
Opana,Any Condition,LUMICO,0
Opana,Any Condition,CIGNA-CNHIC,0
Opana,Any Condition,CIGNA-LOYAL,0
Opdivo,Any Condition,AETNA,0
Opdivo,Any Condition,ELIPS,0
Opdivo,Any Condition,LUMICO,0
Oramorph,Any Condition,CIGNA-CHLIC,0
Oramorph,Any Condition,CIGNA-CNHIC,0
Oramorph,Any Condition,CIGNA-LOYAL,0
Orap,Any Condition,AETNA,0
Orap,Any Condition,ELIPS,0
Orap,Any Condition,LUMICO,0
Orencia,Any Condition,AETNA,0
Orencia,Any Condition,CIGNA-CHLIC,0
Orencia,Any Condition,ELIPS,0
Orencia,Any Condition,LUMICO,0
Orencia,Any Condition,CIGNA-CNHIC,0
Orencia,Any Condition,CIGNA-LOYAL,0
Orphenadrine,Any Condition,AETNA,1
Otezla,Any Condition,AETNA,0
Otrexup,Any Condition,CIGNA-CHLIC,0
Otrexup,Any Condition,CIGNA-CNHIC,0
Otrexup,Any Condition,CIGNA-LOYAL,0
Oxaliplatin,Any Condition,AETNA,0
Oxaliplatin,Any Condition,ELIPS,0
Oxaliplatin,Any Condition,LUMICO,0
Oxaydo,Any Condition,ELIPS,0
Oxaydo,Any Condition,LUMICO,0
Oxbryta,Any Condition,AETNA,0
Oxcarbazepine,Any Condition,CIGNA-CHLIC,0
Oxcarbazepine,Any Condition,CIGNA-CNHIC,0
Oxcarbazepine,Any Condition,CIGNA-LOYAL,0
Oxecta,Any Condition,AETNA,0
Oxtellar XR,Any Condition,CIGNA-CHLIC,0
Oxtellar XR,Any Condition,CIGNA-CNHIC,0
Oxtellar XR,Any Condition,CIGNA-LOYAL,0
Oxycodone,Any Condition,AETNA,0
Oxycodone,Any Condition,BFAM,0
Oxycontin,Any Condition,AETNA,0
Oxycontin,Any Condition,BFAM,0
Oxygen,Any Condition,AETNA,1
Oxymorphone,Any Condition,AETNA,0
Oxymorphone,Any Condition,BFAM,0
Oxymorphone,Any Condition,CIGNA-CHLIC,0
Oxymorphone,Any Condition,CIGNA-CNHIC,0
Oxymorphone,Any Condition,CIGNA-LOYAL,0
Pacerone,Any Condition,AETNA,0
Paclitaxel,Any Condition,AETNA,0
Palbociclib,Any Condition,AETNA,0
Palbociclib,Any Condition,ELIPS,0
Palbociclib,Any Condition,LUMICO,0
Palcaps,Any Condition,AETNA,0
Paliperidone,Any Condition,AETNA,0
Paliperidone,Any Condition,CIGNA-CHLIC,0
Paliperidone,Any Condition,CIGNA-CNHIC,0
Paliperidone,Any Condition,CIGNA-LOYAL,0
Pamidronate,Any Condition,AETNA,0
Panase,Any Condition,AETNA,0
Pancrease,Any Condition,AETNA,0
Pancreaze,Any Condition,AETNA,0
Pancreaze,Any Condition,CIGNA-CHLIC,0
Pancreaze,Any Condition,CIGNA-CNHIC,0
Pancreaze,Any Condition,CIGNA-LOYAL,0
Pancrecarb,Any Condition,AETNA,0
Pancrecarb,Any Condition,CIGNA-CHLIC,0
Pancrecarb,Any Condition,CIGNA-CNHIC,0
Pancrecarb,Any Condition,CIGNA-LOYAL,0
Pancrelipase,Any Condition,AETNA,0
Pancrelipase,Any Condition,CIGNA-CHLIC,0
Pancrelipase,Any Condition,CIGNA-CNHIC,0
Pancrelipase,Any Condition,CIGNA-LOYAL,0
Pancron D/R,Any Condition,AETNA,0
Pangestyme,Any Condition,AETNA,0
Panocaps,Any Condition,AETNA,0
Panokase,Any Condition,AETNA,0
Panzyga,Any Condition,CIGNA-CHLIC,0
Panzyga,Any Condition,CIGNA-CNHIC,0
Panzyga,Any Condition,CIGNA-LOYAL,0
Papaverine,Any Condition,AETNA,0
Paraplatin,Any Condition,ELIPS,0
Paraplatin,Any Condition,LUMICO,0
Paricalcitol,Any Condition,AETNA,1
Paricalcitol,Any Condition,BFAM,0
Paritaprevir,Any Condition,AETNA,0
Parlodel,Any Condition,AETNA,0
Parlodel,Any Condition,ELIPS,0
Parlodel,Any Condition,LUMICO,0
Paser,Any Condition,AETNA,1
Pavabid,Any Condition,AETNA,0
Pegasys,Any Condition,AETNA,0
Pegasys,Any Condition,CIGNA-CHLIC,0
Pegasys,Any Condition,ELIPS,0
Pegasys,Any Condition,LUMICO,0
Pegasys,Any Condition,CIGNA-CNHIC,0
Pegasys,Any Condition,CIGNA-LOYAL,0
Pegcetacoplan,Any Condition,CIGNA-CHLIC,0
Pegcetacoplan,Any Condition,CIGNA-CNHIC,0
Pegcetacoplan,Any Condition,CIGNA-LOYAL,0
Pegfilgrastim,Any Condition,AETNA,0
Pegfilgrastim,Any Condition,CIGNA-CHLIC,0
Pegfilgrastim,Any Condition,ELIPS,0
Pegfilgrastim,Any Condition,LUMICO,0
Pegfilgrastim,Any Condition,CIGNA-CNHIC,0
Pegfilgrastim,Any Condition,CIGNA-LOYAL,0
Peginterferon,Any Condition,AETNA,0
Peginterferon,Any Condition,ELIPS,0
Peginterferon,Any Condition,LUMICO,0
Peginterferon Alfa-2A,Any Condition,AETNA,0
Peginterferon Alfa-2B,Any Condition,AETNA,0
Peginterferon Beta-1A,Any Condition,AETNA,0
Pegintron,Any Condition,AETNA,0
Pegintron,Any Condition,ELIPS,0
Pegintron,Any Condition,LUMICO,0
Pembrolizumab,Any Condition,AETNA,0
Pentam,Any Condition,AETNA,0
Pentamidine,Any Condition,AETNA,0
Pentasa,Any Condition,BFAM,0
Pentopak,Any Condition,AETNA,0
Pentoxifylline,Any Condition,AETNA,0
Pentoxifylline,Any Condition,BFAM,0
Pentoxil,Any Condition,AETNA,0
Pepaxto,Any Condition,CIGNA-CHLIC,0
Pepaxto,Any Condition,CIGNA-CNHIC,0
Pepaxto,Any Condition,CIGNA-LOYAL,0
Percocet,Any Condition,AETNA,0
Permax,Any Condition,ELIPS,0
Permax,Any Condition,LUMICO,0
Permitil,Any Condition,AETNA,0
Permitil,Any Condition,ELIPS,0
Permitil,Any Condition,LUMICO,0
Perphenazine,Any Condition,AETNA,0
Perphenazine,Any Condition,CIGNA-CHLIC,0
Perphenazine,Any Condition,CIGNA-CNHIC,0
Perphenazine,Any Condition,CIGNA-LOYAL,0
Pertuxumab-Trastuzumab-,Any Condition,CIGNA-CHLIC,0
Pertuxumab-Trastuzumab-,Any Condition,CIGNA-CNHIC,0
Pertuxumab-Trastuzumab-,Any Condition,CIGNA-LOYAL,0
Pertzye,Any Condition,AETNA,0
Pertzye,Any Condition,CIGNA-CHLIC,0
Pertzye,Any Condition,CIGNA-CNHIC,0
Pertzye,Any Condition,CIGNA-LOYAL,0
Pethidine,Any Condition,ELIPS,0
Pethidine,Any Condition,LUMICO,0
Phenelzine,Any Condition,AETNA,0
Phenobarbital,Any Condition,CIGNA-CHLIC,0
Phenobarbital,Any Condition,CIGNA-CNHIC,0
Phenobarbital,Any Condition,CIGNA-LOYAL,0
Phenytek,Any Condition,CIGNA-CHLIC,0
Phenytek,Any Condition,CIGNA-CNHIC,0
Phenytek,Any Condition,CIGNA-LOYAL,0
Phenytoin,Any Condition,CIGNA-CHLIC,0
Phenytoin,Any Condition,CIGNA-CNHIC,0
Phenytoin,Any Condition,CIGNA-LOYAL,0
Phenytoin Infatabs,Any Condition,CIGNA-CHLIC,0
Phenytoin Infatabs,Any Condition,CIGNA-CNHIC,0
Phenytoin Infatabs,Any Condition,CIGNA-LOYAL,0
Phesgo,Any Condition,CIGNA-CHLIC,0
Phesgo,Any Condition,CIGNA-CNHIC,0
Phesgo,Any Condition,CIGNA-LOYAL,0
Phoslo,Any Condition,AETNA,0
PhosLo,Any Condition,ELIPS,0
PhosLo,Any Condition,LUMICO,0
Phoslyra,Any Condition,AETNA,0
Pimavanserin,Any Condition,AETNA,0
Pimozide,Any Condition,ELIPS,0
Pimozide,Any Condition,LUMICO,0
Plaquenil,Any Condition,BFAM,0
Plaquenil,Any Condition,CIGNA-CHLIC,0
Plaquenil,Any Condition,ELIPS,0
Plaquenil,Any Condition,LUMICO,0
Plaquenil,Any Condition,CIGNA-CNHIC,0
Plaquenil,Any Condition,CIGNA-LOYAL,0
Plaretase,Any Condition,AETNA,0
Platinol,Any Condition,AETNA,0
Platinol,Any Condition,ELIPS,0
Platinol,Any Condition,LUMICO,0
Plavix,Any Condition,ELIPS,0
Plavix,Any Condition,LUMICO,0
Plegridy,Any Condition,AETNA,0
Pletal,Any Condition,AETNA,0
Pletal,Any Condition,ELIPS,0
Pletal,Any Condition,LUMICO,0
Plicamycin,Any Condition,AETNA,0
Plicamycin,Any Condition,ELIPS,0
Plicamycin,Any Condition,LUMICO,0
Pradaxa,Any Condition,AETNA,0
Pradaxa,Any Condition,ELIPS,0
Pradaxa,Any Condition,LUMICO,0
Prandin,Any Condition,ELIPS,0
Prandin,Any Condition,LUMICO,0
Prednisone,Any Condition,AETNA,0
Prednisone,Any Condition,ELIPS,0
Prednisone,Any Condition,LUMICO,0
Pretomanid,Any Condition,AETNA,1
Prezista,Any Condition,AETNA,0
Priftin,Any Condition,AETNA,1
Primasol,Any Condition,ELIPS,0
Primasol,Any Condition,LUMICO,0
Primlev,Any Condition,AETNA,0
Privigen,Any Condition,CIGNA-CHLIC,0
Privigen,Any Condition,CIGNA-CNHIC,0
Privigen,Any Condition,CIGNA-LOYAL,0
Probuphine Implant Kit,Any Condition,CIGNA-CHLIC,0
Probuphine Implant Kit,Any Condition,CIGNA-CNHIC,0
Probuphine Implant Kit,Any Condition,CIGNA-LOYAL,0
Procarbazine,Any Condition,AETNA,0
Procarbazine,Any Condition,ELIPS,0
Procarbazine,Any Condition,LUMICO,0
Prochlorperazine,Any Condition,AETNA,0
Procrit,Any Condition,AETNA,0
Procrit,Any Condition,CIGNA-CHLIC,0
Procrit,Any Condition,ELIPS,0
Procrit,Any Condition,LUMICO,0
Procrit,Any Condition,CIGNA-CNHIC,0
Procrit,Any Condition,CIGNA-LOYAL,0
Procyclidine,Any Condition,ELIPS,0
Procyclidine,Any Condition,LUMICO,0
Procytox,Any Condition,CIGNA-CHLIC,0
Procytox,Any Condition,CIGNA-CNHIC,0
Procytox,Any Condition,CIGNA-LOYAL,0
Prograf,Any Condition,AETNA,0
Prograf,Any Condition,BFAM,0
Prograf,Any Condition,CIGNA-CHLIC,0
Prograf,Any Condition,ELIPS,0
Prograf,Any Condition,LUMICO,0
Prograf,Any Condition,CIGNA-CNHIC,0
Prograf,Any Condition,CIGNA-LOYAL,0
Proleukin,Any Condition,ELIPS,0
Proleukin,Any Condition,LUMICO,0
Prolia,Any Condition,ELIPS,0
Prolia,Any Condition,LUMICO,0
Prolixin,Any Condition,AETNA,0
Prolixin,Any Condition,ELIPS,0
Prolixin,Any Condition,LUMICO,0
Propafenone,Any Condition,AETNA,0
Propafenone,Any Condition,CIGNA-CHLIC,0
Propafenone,Any Condition,CIGNA-CNHIC,0
Propafenone,Any Condition,CIGNA-LOYAL,0
Prostigmin,Any Condition,AETNA,0
Protilase,Any Condition,AETNA,0
Protopic,Any Condition,ELIPS,0
Protopic,Any Condition,LUMICO,0
Prozac,Any Condition,ELIPS,0
Prozac,Any Condition,LUMICO,0
Purinethol,Any Condition,AETNA,0
Purinethol,Any Condition,CIGNA-CHLIC,0
Purinethol,Any Condition,CIGNA-CNHIC,0
Purinethol,Any Condition,CIGNA-LOYAL,0
Purixan,Any Condition,AETNA,0
Purixan,Any Condition,CIGNA-CHLIC,0
Purixan,Any Condition,ELIPS,0
Purixan,Any Condition,LUMICO,0
Purixan,Any Condition,CIGNA-CNHIC,0
Purixan,Any Condition,CIGNA-LOYAL,0
Pyridostigmine,Any Condition,AETNA,0
Pyridostigmine,Any Condition,BFAM,0
